antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'bags'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bags'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'bags'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'jumpsuits'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'jumpsuits'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'swim bottoms'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'swim bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'sweatshirts'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'sweatshirts'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'sweaters'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'jumpsuits'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'jumpsuits'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'eyewear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'eyewear'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'apparel'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'shorts'}),frozenset({'pants'}),0.375,0.375,0.25,0.6666666666666666,1.7777777777777777,1.0,0.109375,1.8749999999999998,0.7,0.5,0.4666666666666666,0.6666666666666666
frozenset({'pants'}),frozenset({'shorts'}),0.375,0.375,0.25,0.6666666666666666,1.7777777777777777,1.0,0.109375,1.8749999999999998,0.7,0.5,0.4666666666666666,0.6666666666666666
frozenset({'gift cards'}),frozenset({'shorts'}),0.25,0.375,0.125,0.5,1.3333333333333333,1.0,0.03125,1.25,0.3333333333333333,0.25,0.2,0.41666666666666663
frozenset({'outerwear'}),frozenset({'shorts'}),0.25,0.375,0.125,0.5,1.3333333333333333,1.0,0.03125,1.25,0.3333333333333333,0.25,0.2,0.41666666666666663
frozenset({'gift cards'}),frozenset({'pants'}),0.25,0.375,0.125,0.5,1.3333333333333333,1.0,0.03125,1.25,0.3333333333333333,0.25,0.2,0.41666666666666663
frozenset({'bottoms'}),frozenset({'pants'}),0.25,0.375,0.125,0.5,1.3333333333333333,1.0,0.03125,1.25,0.3333333333333333,0.25,0.2,0.41666666666666663
frozenset({'pants'}),frozenset({'accessories'}),0.375,0.5,0.25,0.6666666666666666,1.3333333333333333,1.0,0.0625,1.4999999999999998,0.4,0.4,0.33333333333333326,0.5833333333333333
frozenset({'accessories'}),frozenset({'pants'}),0.5,0.375,0.25,0.5,1.3333333333333333,1.0,0.0625,1.25,0.5,0.4,0.2,0.5833333333333333
